Datetime,Open,High,Low,Close,Volume,Manual_Support,vol_ma5,min10,shadow_low,shadow_recover,range_pct,max5,is_high_altitude,is_local_top,AI_Support,Support_Level_ID,Segment_ID,Segment_Center,Segment_Start,Segment_End,AI_Pressure,volatility,upper_shadow,vol_ratio,body_len,total_len,body_pct,is_shadow,is_flat_top,is_multi_flat,is_solid_black,is_big_drop,is_breakdown,is_range_high,is_vol_shrink,is_stalled,is_exhaustion,is_vol_huge,is_high_pos,is_bottom_reversal,is_churn,prev_close,prev2_close,prev_high,roll_mean_3,is_turn_down,is_turn_weak,is_not_expand_vol,is_low_vol,SIGNAL_FLAG,Pressure_Band_ID,Pressure_Level_ID,Band_Low,Band_High,Band_Center
2019-12-30,813.8343982426557,830.649166504897,796.178928309765,799.5418701171875,381980,0,,796.178928309765,0.5121946019761425,0.0975607359684535,0.0432945873966632,,False,False,0,,,,,,0,0.04329458739666323,0.487805397994847,0.9999999999999974,14.292528125468152,34.47023819513208,0.01756196120035354,True,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,False,False,True,True,False,0,,,,
2020-01-06,796.1789401013353,844.9416602673674,780.2048816104483,835.6935424804688,1458600,0,,780.2048816104483,0.2467539908851021,0.8571427559476291,0.0829740753777529,,False,False,1,3.0,1.0,773.8993723624885,2020-01-06,2020-01-27,0,0.08297407537775293,0.14285724403692363,1.5849351834747725,39.51460237913341,64.73677865691911,0.04963030342658206,True,False,False,False,False,False,False,False,True,False,True,False,True,False,799.5418701171875,,830.649166504897,,False,False,False,True,False,0,,,,
2020-01-13,839.0565653028596,882.7749408586863,823.9233263708339,832.3306884765625,1194770,0,,780.2048816104483,0.2571422902067056,0.1428569492740269,0.0714285087023895,,False,True,0,,,,,,1,0.07142850870238959,0.7428577097763026,1.1808555850231426,6.725876826297053,58.851614487852316,0.008015999283506369,True,False,False,False,False,False,False,False,True,False,False,True,False,False,835.6935424804688,799.5418701171875,844.9416602673674,822.5220336914062,True,True,True,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-01-20,832.3306813330704,832.3306813330704,818.0381496742499,825.6047973632812,212092,0,,780.2048816104483,0.9999999999300334,0.5294126939248202,0.0174717177487314,,False,False,0,,,,,,0,0.017471717748731463,0.0,0.2612419251829591,6.725883969789152,14.292531658820508,0.008080783420129146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,832.3306884765625,835.6935424804688,882.7749408586863,831.2096761067709,False,True,True,True,False,0,,,,
2020-01-27,797.0196906325871,836.5343945376287,767.5938631145286,792.8159790039062,605865,0,770661.4,767.5938631145286,0.4268291367967584,0.3658532269532306,0.0898138126629655,882.7749408586863,False,False,0,3.0,1.0,773.8993723624885,2020-01-06,2020-01-27,1,0.08981381266296551,0.5731708631887362,0.7861623794833881,4.203711628680821,68.94053142310008,0.005274288299375767,True,False,False,False,True,True,False,True,True,False,False,False,False,False,825.6047973632812,832.3306884765625,832.3306813330704,816.9171549479166,False,True,True,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-02-03,779.3641561502872,835.6936598083867,757.5049216972272,820.5603637695312,1367549,0,967775.2,757.5049216972272,0.2795701143264839,0.8064517166379236,0.1032187856098287,882.7749408586863,False,False,1,2.0,1.0,752.8809070839054,2020-02-03,2020-02-24,0,0.10321878560982872,0.19354828334928675,1.4130853942113815,41.19620761924409,78.18873811115941,0.052858740415625736,True,False,True,False,False,False,False,False,True,False,True,False,True,False,792.8159790039062,825.6047973632812,836.5343945376287,812.9937133789062,False,True,False,True,False,0,,,,
2020-02-10,805.4271329990767,819.7196654385334,767.5938184599423,774.3197021484375,1511853,0,978425.8,757.5049216972272,0.7258071903166825,0.1290316431909215,0.0679081119792048,882.7749408586863,False,False,0,,,,,,1,0.06790811197920482,0.2741928096641332,1.5451892212981284,31.10743085063916,52.125846978591085,0.038622278262180426,True,False,False,False,True,True,False,False,True,False,True,False,False,False,820.5603637695312,792.8159790039062,835.6936598083867,795.898681640625,True,True,False,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-02-17,776.8420068181866,790.293772733826,735.6458201268415,781.045654296875,1876065,0,1114684.8,735.6458201268415,0.7538468455875149,0.8307691688965528,0.0742856835609936,836.5343945376287,False,False,0,,,,,,0,0.07428568356099369,0.1692308310851483,1.683045287780006,4.203647478688367,54.64795260698452,0.005411200014659847,True,False,False,False,False,False,False,False,True,False,True,False,False,False,774.3197021484375,820.5603637695312,819.7196654385334,791.9752400716146,False,True,False,True,False,0,,,,
2020-02-24,777.6826897532944,829.8083716662125,748.2568924705835,795.338134765625,1471800,0,1366626.4,735.6458201268415,0.360824813634126,0.5773192927809908,0.1089886107513885,836.5343945376287,False,False,1,2.0,1.0,752.8809070839054,2020-02-03,2020-02-24,0,0.10898861075138852,0.42268070720674694,1.0769585601448934,17.655445012330574,81.55147919562899,0.022702633406831697,True,False,False,False,False,False,False,False,True,False,False,False,False,False,781.045654296875,774.3197021484375,790.293772733826,783.5678304036459,False,False,True,True,False,0,,,,
2020-03-02,777.6827610001409,1000.4784349000018,773.4790551444539,979.4599609375,3317600,0,1908973.4,735.6458201268415,0.0185185785978593,0.9074073506894876,0.2934783795960193,1000.4784349000018,False,True,0,,,,,,1,0.29347837959601936,0.092592649306107,1.7378974479162457,201.77719993735911,226.99937975554792,0.25945952521514504,False,False,False,False,False,False,True,False,True,False,True,True,False,True,795.338134765625,781.045654296875,829.8083716662125,851.9479166666666,False,False,False,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-03-09,979.4599609375,1008.8856153651112,844.9417100038421,853.34912109375,1972300,0,2029923.6,735.6458201268415,0.8205138863589413,0.0512822423702175,0.1940298406624163,1008.8856153651112,False,True,0,,,,,,1,0.19402984066241635,0.17948611363495914,0.9716129217868096,126.11083984375,163.94390536126912,0.1287554824833401,True,False,False,True,True,True,True,False,True,False,False,True,False,False,979.4599609375,795.338134765625,1000.4784349000018,876.049072265625,True,True,True,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-03-16,821.4010829007549,865.9602048405778,736.4865457497817,849.1454467773438,2693900,0,2266333.0,735.6458201268415,0.6558441133633925,0.870129892194423,0.1757990826007681,1008.8856153651112,False,False,1,1.0,1.0,736.4865457497817,2020-03-16,2020-03-16,0,0.17579908260076818,0.1298701077978534,1.1886602719017898,27.744363876588864,129.4736590907961,0.033776877647368864,True,False,False,False,False,False,False,False,True,False,False,False,True,False,853.34912109375,979.4599609375,1008.8856153651112,893.9848429361979,False,True,True,True,False,0,,,,
2020-03-23,812.9936801815029,996.2746401232914,812.9936801815029,920.6082153320312,2574000,0,2405920.0,735.6458201268415,0.0,0.5871561082183355,0.2254395875508468,1008.8856153651112,False,False,0,,,,,,1,0.22543958755084684,0.4128438917762084,1.0698610095098753,107.61453515052835,183.28095994178852,0.13236823086542415,True,False,False,False,False,False,True,False,True,False,False,True,False,False,849.1454467773438,853.34912109375,865.9602048405778,874.3675944010416,False,False,True,True,False,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-03-30,891.1823866046545,954.2377414751973,840.7379628717066,929.0155639648438,2042700,0,2520100.0,735.6458201268415,0.444445128908402,0.7777777382346754,0.1350001827152835,1008.8856153651112,False,False,1,4.0,1.0,849.1453421466492,2020-03-30,2020-04-06,0,0.13500018271528352,0.22222226175651394,0.8105630728939325,37.83317736018921,113.49977860349065,0.04245278848506941,True,False,False,False,False,False,False,True,True,False,False,False,False,False,920.6082153320312,849.1454467773438,996.2746401232914,899.5897420247396,False,True,True,True,False,0,,,,
2020-04-06,950.0339730458694,962.6450725271256,857.552721421592,891.1822509765625,2657600,0,2388100.0,735.6458201268415,0.8799998349121319,0.3199997830563308,0.1225491430208468,1008.8856153651112,False,False,0,4.0,1.0,849.1453421466492,2020-03-30,2020-04-06,1,0.12254914302084688,0.12000016507835272,1.1128512206356513,58.8517220693069,105.09235110553368,0.06194696583382443,True,False,False,False,True,True,False,False,True,False,False,False,False,False,929.0155639648438,920.6082153320312,954.2377414751973,913.6020100911459,True,True,True,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-04-13,882.7750122700423,937.4228642237948,840.7380666052505,912.2007446289062,2286900,0,2451020.0,735.6458201268415,0.4347834064896907,0.7391304505271048,0.114999904796538,996.2746401232914,False,False,0,,,,,,0,0.11499990479653806,0.2608695494625523,0.933040122071627,29.42573235886391,96.68479761854428,0.033333218486965056,True,False,False,False,False,False,False,False,True,False,False,False,False,False,891.1822509765625,929.0155639648438,962.6450725271256,910.7995198567709,False,True,True,True,False,0,,,,
2020-04-20,912.200859886798,1034.107666015625,895.3860100831383,1034.107666015625,2415600,0,2395360.0,735.6458201268415,0.1212128682469152,0.9999999999927914,0.1549294431341976,1034.107666015625,True,True,0,,,,,,0,0.15492944313419768,0.0,1.0084496693607639,121.90680612882704,138.72165593248667,0.13364031047265376,False,False,False,False,False,False,True,False,False,False,False,True,False,False,912.2007446289062,891.1822509765625,937.4228642237948,945.8302205403646,False,False,True,True,False,0,,,,
2020-04-27,1021.4967582177576,1038.3115819231473,941.6266479492188,1000.4783325195312,2085600,0,2297680.0,736.4865457497817,0.8260864126902132,0.6086955035370183,0.1026786297779457,1038.3115819231473,False,True,0,,,,,,1,0.10267862977794572,0.17391358729944384,0.9076981999234006,21.018425698226338,96.68493397392854,0.0205761061198837,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1034.107666015625,912.2007446289062,1034.107666015625,982.2622477213541,True,True,True,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-05-04,975.2560402170418,1038.3115234375,937.4229340577848,1038.3115234375,2117500,0,2312640.0,736.4865457497817,0.3749988615312008,0.999999999990088,0.1076233423721512,1038.3115819231473,True,True,1,6.0,1.0,937.4229340577848,2020-05-04,2020-05-04,0,0.10762334237215129,0.0,0.9156202435312021,63.0554832204582,100.8885893797152,0.06465531165165676,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1000.4783325195312,1034.107666015625,1038.3115819231473,1024.2991739908855,False,True,True,True,False,0,,,,
2020-05-11,1055.1260836994188,1134.9964374691458,992.0708822666188,1122.3853759765625,3088800,0,2398880.0,736.4865457497817,0.4411751372454629,0.9117648241728006,0.1440678864355296,1134.9964374691458,True,True,0,,,,,,1,0.14406788643552965,0.0882351758202028,1.2876008804108579,67.25929227714369,142.925555202527,0.06374526543904545,False,False,False,False,False,False,True,False,True,False,True,True,False,True,1038.3115234375,1000.4783325195312,1038.3115234375,1053.725077311198,False,False,False,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-05-18,1122.3853532291826,1210.6629193167266,1084.5521695181976,1189.6444091796875,2647700,0,2471040.0,736.4865457497817,0.2999996730740731,0.8333329222810026,0.1162790996531188,1210.6629193167266,True,True,0,,,,,,0,0.11627909965311883,0.16666707771106778,1.0714921652421647,67.25905595050494,126.11074979852901,0.05992510126485162,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1122.3853759765625,1038.3115234375,1134.9964374691458,1116.7804361979167,False,False,True,True,False,0,,,,
2020-05-25,1202.2554591742637,1324.162470537905,1177.0333371999363,1303.14404296875,3169100,0,2621740.0,812.9936801815029,0.1714284683252942,0.8571429934156488,0.1249999712734148,1324.162470537905,True,True,0,,,,,,1,0.1249999712734148,0.14285700657755457,1.208777376856591,100.8885837944863,147.1291333379686,0.08391609538932344,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1189.6444091796875,1122.3853759765625,1210.6629193167266,1205.0579427083333,False,False,False,True,False,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-06-01,1277.9220212605712,1277.9220212605712,1017.2930246910636,1069.0845947265625,4363700,0,3077360.0,840.7379628717066,0.9999999999961632,0.198717605166729,0.2561985487400747,1324.162470537905,False,True,0,,,,,,1,0.2561985487400747,0.0,1.4180011438375746,208.83742653400873,260.62899656950765,0.16341953817169794,False,False,False,True,True,True,False,False,False,False,True,True,False,False,1303.14404296875,1189.6444091796875,1324.162470537905,1187.291015625,True,True,False,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-06-08,1120.400686504974,1244.4146351604522,1103.295309930314,1154.611328125,3836800,0,3421220.0,840.7380666052505,0.1212121482769502,0.363635654511782,0.1279071196622087,1324.162470537905,False,False,0,,,,,,1,0.1279071196622087,0.6363643454811319,1.1214712880200628,34.21064162002608,141.1193252301382,0.030534291911863864,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1069.0845947265625,1303.14404296875,1277.9220212605712,1175.6133219401042,False,True,True,True,False,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-06-15,1171.716642094516,1175.9929382908242,1077.63720703125,1146.0587158203125,2399100,0,3283280.0,840.7380666052505,0.9565221452527348,0.6956535009413243,0.0912697989803453,1324.162470537905,False,False,1,8.0,1.0,1077.63720703125,2020-06-15,2020-06-15,0,0.0912697989803453,0.043477854737098,0.7307022246046634,25.65792627420342,98.35573125957421,0.021897722838788387,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1154.611328125,1069.0845947265625,1244.4146351604522,1123.2515462239583,True,True,True,True,False,0,,,,
2020-06-22,1137.506103515625,1167.4404301341135,1103.2953585165867,1146.0587158203125,1474000,0,3048540.0,895.3860100831383,0.5333339590372727,0.6666662960178938,0.0581395282073094,1324.162470537905,False,False,0,9.0,1.0,1103.2953585165867,2020-06-22,2020-06-22,1,0.058139528207309436,0.33333370396651646,0.48351013927978626,8.5526123046875,64.14507161752681,0.007518739704557991,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1146.0587158203125,1154.611328125,1175.9929382908242,1148.9095865885417,False,True,True,True,False,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-06-29,1128.9532207591913,1128.9532207591913,975.005104806732,1064.808349609375,5373500,0,3489420.0,937.4229340577848,0.9999999999935044,0.5833344841309511,0.1578946768517867,1277.9220212605712,False,False,0,,,,,,1,0.1578946768517867,0.0,1.539940735136498,64.14487114981625,153.94811595245926,0.056818006247082324,False,False,False,False,True,True,False,False,False,False,True,False,False,False,1146.0587158203125,1146.0587158203125,1167.4404301341135,1118.9752604166667,False,True,False,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-07-06,1090.4663284660596,1146.0585203874848,1030.597553560141,1060.5318603515625,4126100,0,3441900.0,937.4229340577848,0.5185196049408257,0.2592591038660269,0.1120330301856222,1244.4146351604522,False,False,0,,,,,,0,0.11203303018562227,0.4814803950505133,1.1987855544902521,29.934468114497122,115.46096682734378,0.02745107054940245,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1064.808349609375,1146.0587158203125,1128.9532207591913,1090.46630859375,False,True,True,True,False,0,,,,
2020-07-13,1081.9136702669116,1180.2694166064025,1060.531835887639,1073.36083984375,3131700,0,3300880.0,975.005104806732,0.1785724602981167,0.1071426688178726,0.1129033345976201,1180.2694166064025,False,False,0,,,,,,1,0.11290333459762016,0.8214275396935315,0.9487470007997865,8.552830423161595,119.73758071876341,0.007905279929630318,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1060.5318603515625,1064.808349609375,1146.0585203874848,1066.2336832682292,False,True,True,True,False,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
2020-07-20,1073.3607724276112,1141.782445219451,1026.3210487405609,1047.7027587890625,2297900,0,3280640.0,975.005104806732,0.4074065022697286,0.1851849250084699,0.1125002713531645,1180.2694166064025,False,False,0,,,,,,1,0.11250027135316457,0.5925934977216105,0.7004425965665234,25.65801363854871,115.46139647889004,0.023904370550541256,True,False,False,False,False,False,False,True,True,False,False,False,False,False,1073.36083984375,1060.5318603515625,1180.2694166064025,1060.5318196614583,True,True,True,True,True,1,1.0,889.5216311310754,1299.3699183280219,1094.4457747295487
