Datetime,Open,High,Low,Close,Volume,Manual_Support,vol_ma5,min10,shadow_low,shadow_recover,range_pct,max5,is_high_altitude,is_local_top,AI_Support,Support_Level_ID,Segment_ID,Segment_Center,Segment_Start,Segment_End,AI_Pressure,volatility,upper_shadow,vol_ratio,body_len,total_len,body_pct,is_shadow,is_flat_top,is_multi_flat,is_solid_black,is_big_drop,is_breakdown,is_range_high,is_vol_shrink,is_stalled,is_exhaustion,is_vol_huge,is_high_pos,is_bottom_reversal,is_churn,prev_close,prev2_close,prev_high,roll_mean_3,is_turn_down,is_turn_weak,is_not_expand_vol,is_low_vol,SIGNAL_FLAG,Pressure_Band_ID,Pressure_Level_ID,Band_Low,Band_High,Band_Center
2019-12-30,45.96219791759268,45.96219791759268,45.39034882187843,45.890716552734375,15441932,0,,45.39034882187843,0.9999999982512868,0.8749995999486095,0.0125984732557511,,False,False,0,,,,,,0,0.012598473255751143,0.0,0.9999999999999999,0.07148136485830747,0.5718490957142492,0.0015552207704451783,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,False,False,True,True,False,0,,,,
2020-01-06,44.60406341632535,45.81923291688554,43.96073450360979,45.74775314331055,47011992,0,,43.96073450360979,0.3461552120647164,0.9615389639152055,0.0422763275959563,,False,False,0,,,,,,0,0.042276327595956384,0.03846103554672555,1.505493617983075,1.143689726985194,1.858498413275747,0.02564093132691933,False,False,False,False,False,False,False,False,False,False,True,False,False,False,45.890716552734375,,45.96219791759268,,False,True,False,True,False,0,,,,
2020-01-13,45.74775316706173,46.60552211056929,45.03294452382639,46.46256256103516,34968653,0,,43.96073450360979,0.4545458671208066,0.9090922116349668,0.0349206032014173,,False,True,0,,,,,,0,0.03492060320141735,0.09090778772913444,1.0768136322240789,0.7148093939734323,1.5725775867429022,0.015625016410040184,False,False,False,False,False,False,False,False,True,False,False,True,False,False,45.74775314331055,45.890716552734375,45.81923291688554,46.033677419026695,False,False,True,True,False,0,,,,
2020-01-20,46.46256256103516,46.53404233580222,46.319603011501016,46.46256256103516,3718133,0,,43.96073450360979,0.6666666635578394,0.6666666635578394,0.0046295587689585,,False,False,0,,,,,,0,0.004629558768958557,0.33333333177883684,0.1470479295626855,0.0,0.21443932430120327,0.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,46.46256256103516,45.74775314331055,46.60552211056929,46.22429275512695,False,True,True,True,False,0,,,,
2020-01-27,45.3903488156789,45.3903488156789,43.81776925623667,44.31814193725586,35274616,0,27283065.2,43.81776925623667,0.999999999364102,0.3181859243283542,0.0358890830386694,46.60552211056929,False,False,0,,,,,,0,0.03588908303866947,0.0,1.2929124987026752,1.0722068784230387,1.5725795594422252,0.023621913168225123,False,False,False,True,True,True,False,False,False,False,True,False,False,False,46.46256256103516,46.46256256103516,46.53404233580222,45.747755686442055,False,True,False,True,True,0,,,,
2020-02-03,42.88852005850285,45.5333137512207,42.67407800356607,45.5333137512207,44736776,0,33142034.0,42.67407800356607,0.0749997809861175,0.9999999996502562,0.0670016994239148,46.60552211056929,False,False,1,4.0,1.0,42.85277942173546,2020-02-03,2020-03-02,0,0.0670016994239148,0.0,1.3498500423963116,2.6447936927178546,2.8592357476546297,0.06166670449454796,False,False,False,False,False,False,False,False,False,False,True,False,True,False,44.31814193725586,46.46256256103516,45.3903488156789,45.43800608317057,False,False,False,True,False,0,,,,
2020-02-10,44.88998372968118,46.46256634217409,44.46109962031267,45.74775314331055,30714895,0,29882614.6,42.67407800356607,0.2142849063987157,0.6428553162045058,0.045016131830037,46.60552211056929,True,False,1,5.0,1.0,44.46109962031267,2020-02-10,2020-02-10,0,0.045016131830037,0.3571446832958606,1.027851659272144,0.8577694136293701,2.0014667218614193,0.01910825850986233,True,False,False,False,False,False,True,False,True,False,False,True,False,False,45.5333137512207,44.31814193725586,45.5333137512207,45.19973627726237,False,False,True,True,False,0,,,,
2020-02-17,45.032946029589816,45.60479241794316,44.389618646230346,45.0329475402832,28192765,0,28527437.0,42.67407800356607,0.5294118403520793,0.5294130835433177,0.0273751793492515,46.53404233580222,False,False,0,,,,,,0,0.02737517934925158,0.47058691563375465,0.988268416822724,1.5106933872743866e-06,1.2151737717128128,3.354640369848796e-08,True,False,False,False,False,False,False,False,True,False,False,False,False,False,45.74775314331055,45.5333137512207,46.46256634217409,45.43800481160482,True,True,True,True,True,0,,,,
2020-02-24,44.3181388491676,45.10442618746008,44.3181388491676,44.31814193725586,26753702,0,33134550.8,42.67407800356607,0.0,3.927429709091902e-06,0.0177418853474597,46.46256634217409,False,False,0,,,,,,0,0.017741885347459737,0.9999960712984912,0.8074261263261188,3.0880882562200895e-06,0.7862873382924747,6.968000769753469e-08,True,False,False,False,False,False,False,True,True,False,False,False,False,False,45.0329475402832,45.74775314331055,45.60479241794316,45.0329475402832,False,True,True,True,False,0,,,,
2020-03-02,43.031480839904845,44.81850589918852,43.031480839904845,44.175174713134766,42436533,0,34566934.2,42.67407800356607,0.0,0.6399987882925197,0.0415283189042606,46.46256634217409,False,False,1,4.0,1.0,42.85277942173546,2020-02-03,2020-03-02,0,0.04152831890426065,0.360001211147891,1.2276626198455285,1.143693873229921,1.7870250592836783,0.02657807379342496,True,False,False,False,False,False,False,False,True,False,False,False,False,False,44.31814193725586,45.0329475402832,45.10442618746008,44.50875473022461,False,True,False,True,False,0,,,,
2020-03-09,43.38888435989155,44.03221049043205,38.9570737645385,43.3174057006836,59689593,0,37557497.6,38.9570737645385,0.8732396453219743,0.8591555598964178,0.1302751011648884,46.46256634217409,False,False,1,3.0,1.0,38.9570737645385,2020-03-09,2020-03-09,0,0.13027510116488847,0.12676035448098671,1.5892856770095354,0.07147865920794771,5.07513672589355,0.0016473956466226823,True,False,False,False,False,False,False,False,True,False,True,False,False,False,44.175174713134766,44.31814193725586,44.81850589918852,43.93690745035807,False,True,False,True,False,0,,,,
2020-03-16,42.88852209505307,43.102964160172576,36.2408034468868,39.17151641845703,78595721,0,47133662.8,36.2408034468868,0.9687500664807984,0.4270831147205598,0.1893490226604208,45.60479241794316,False,False,1,1.0,1.0,36.2408034468868,2020-03-16,2020-03-16,0,0.18934902266042083,0.031249933373474734,1.6675071770573282,3.717005676596038,6.862160713285775,0.08666667665235557,False,False,False,False,True,True,False,False,False,False,True,False,False,False,43.3174057006836,44.175174713134766,44.03221049043205,42.22136561075846,False,True,False,True,True,0,,,,
2020-03-23,37.17005007116659,43.96073732394174,37.17005007116659,43.03148651123047,44818252,0,50458760.2,36.2408034468868,0.0,0.8631580605932522,0.1826924429639147,45.10442618746008,False,False,1,2.0,1.0,37.17005007116659,2020-03-23,2020-03-23,0,0.18269244296391476,0.13684193925948734,0.8882154817589037,5.861436440063876,6.79068725277515,0.15769245477699786,True,False,False,False,False,False,False,False,True,False,False,False,False,False,39.17151641845703,43.3174057006836,43.102964160172576,41.840136210123696,False,True,True,True,False,0,,,,
2020-03-30,42.245188159881074,44.31814169242907,41.88778385150043,42.674076080322266,22328718,0,49573763.4,36.2408034468868,0.1470583064825636,0.3235294059404285,0.0580206832972274,44.81850589918852,False,False,0,,,,,,1,0.0580206832972274,0.6764705936481095,0.4504140187993071,0.4288879204411913,2.430357840928643,0.010152349631107581,True,False,False,False,False,False,False,True,True,False,False,False,False,False,43.03148651123047,39.17151641845703,43.96073732394174,41.625693003336586,True,True,True,True,True,1,1.0,43.871387454643795,46.55191288135545,45.21165016799962
